prioridad,score,etiquetas,title,company,location,mercado_final,is_remote,date_posted,site,busqueda,min_amount,max_amount,currency,job_url,description
P1,17,,Creative Strategist (Spain-Remote),Orbio World,"Barcelona, Catalonia, Spain",barcelona,True,2026-09-15,linkedin,director creativo,,,,https://www.linkedin.com/jobs/view/4466522007,
P1,17,,Head of Brands Ads Product Strategy & Operations HQ,Glovo,"Barcelona, CT, ES",barcelona,True,2026-09-15,indeed,head of brand,,,,https://es.indeed.com/viewjob?jk=657406c23aa00e58,"Barcelona, Spain


Full\-time


Marketing


  
**Who we are**
--------------


Glovo is part of the Delivery Hero Group, the world’s pioneering local delivery platform, our mission is to deliver an amazing experience—fast, easy, and to your door. We operate in around 65 countries worldwide. Headquartered in Berlin, Germany. Delivery Hero has been listed on the Frankfurt Stock Exchange since 2017 and is part of the MDAX stock market index.


### **Job Description**


Job Ref ID: JR0085668

**YOUR MISSION**


As the Head of Product Strategy \& Operations for Brands Ads, you are the strategy and scaling engine behind Glovo's fastest\-growing revenue stream. Your core challenge over the next 12\-18 months is to anchor the Go\-to\-Market roadmap between Glovo and Delivery Hero, launch best\-in\-class ad placements globally, and define the automated tools and infrastructure required to optimize campaigns at scale.

**THE JOURNEY**

* Product Roadmap Influence: Anchor the GTM roadmap between Glovo and Delivery Hero Product teams. Identify gaps, prioritize local market needs with Local Heads, and launch 2\+ new ad placements globally.
* Ad Operations \& Tool Definition: Lead a specialized team (4 direct reports) and partner with 2 dotted\-line data analysts to define and build automated tools that support campaign operations and optimize performance across all regions.
* Ads Strategy \& Pricing: Define scalable pricing logic and develop comprehensive GTM toolkits, ensuring Regional Ad Ops (ES, ITSEE) and local teams are trained to scale ad adoption.
* Cross\-Functional \& Matrix Leadership: Act as the primary business owner for Salesforce and lead the financial Mid\-Term/Business Planning (MP/BP) processes, driving consensus across Data, Product, and Commercial leaders.
* Data Roadmap Prioritization: Own the data roadmap for Brands Ads, accurately identifying, measuring, and prioritizing the most impactful data projects and tools for both HQ and local teams.


### **Qualifications**


**WHAT YOU WILL BRING TO THE RIDE**

**Must have:**

* 7\+ years of deep, specialized experience in AdTech, Digital Ads, or a marketplace advertising network.
* Elite stakeholder management skills; capable of aligning Delivery Hero Product, Glovo Product, Data, and Local Heads in a highly matrixed environment.
* Proven ability to define operational tools and scalable processes for campaign optimization, paired with strong financial planning/modeling skills.
* Experience managing hybrid teams (direct and dotted\-line reporting lines) to execute complex, cross\-functional strategic goals.

**Nice to have:**

* Strong working knowledge of Salesforce as a business owner.


Individuals representing diverse profiles, **and abilities,** encompassing various genders, ethnicities, and backgrounds, are less likely to apply for this role if they do not possess solid experience in 100% of these areas. Even if it seems you don't meet our musts don't let it stop you, we are all about finding the best talent out there! **Skills can be learned, and embracing diversity is invaluable.**

**We believe driven talent deserves:**

* An enticing equity plan.
* Top\-notch private health insurance to keep you at your peak.
* Monthly Glovo credit to satisfy your cravings!
* Discounts on transportation, food, and even kindergarten expenses or office\-based nursery.
* Discounted gym memberships to keep you energized.
* ️ The freedom to work from home two days a week, and the opportunity to work from anywhere for up to three weeks a year.
* Enhanced parental leave.
* Online therapy and wellbeing benefits


### **Additional Information**


Here at Glovo, we thrive on diversity, we believe it enhances our teams, products, and culture. We know that the best ideas come from a mashup of brilliant diverse minds. This is why we are committed to providing equal opportunities to talent from all backgrounds \- all genders, racial/diverse backgrounds, abilities, ages, sexual orientations and all other unique characteristics that make you YOU. We will encourage you to bring your authentic self to work, fostering an inclusive environment where everyone feels heard.


Feel free to note your pronouns in your application (e.g., she/her/hers, he/him/his, they/them/theirs, etc).

**So, ready to take the wheel and make this the ride of your life?**


Delve into our culture by taking a peek at our Instagram and check out our Linkedin and website!


At Glovo, your success is defined by both results and behaviors. We hire for excellence in craft and for the Leadership Principles that shape how we think, decide, and collaborate. What you achieve matters and how you achieve it defines us. Together, they move the business forward and deliver great experiences. **Learn more about our Leadership Principles** **here****.**


Here at Glovo, we thrive on diversity, we believe it enhances our teams, products, and culture. We know that the best ideas come from a mashup of brilliant diverse minds. This is why we are committed to providing equal opportunities to talent from all backgrounds – all genders, racial/diverse backgrounds, abilities, ages, sexual orientations and all other unique characteristics that make you YOU. We will encourage you to bring your authentic self to work, fostering an inclusive environment where everyone feels heard.


Feel free to note your pronouns in your application (e.g., she/her/hers, he/him/his, they/them/theirs, etc).

**So, ready to take the wheel and make this the ride of your life?**  

  

Delve into our culture by taking a peek at our Instagram and check out our LinkedIn and website!"
P1,16,,"Art Director, Elevated Shopping",Amazon.com,"Barcelona, CT, ES",barcelona,False,2026-09-16,indeed,creative director,,,,https://es.indeed.com/viewjob?jk=2a1fe83974cae8ef,"**DESCRIPTION**
---------------


Elevated Shopping enhances the shopping experience through photography, video, graphic design, and usability design. With a global network of teams in North America, Europe, Asia, and the Middle East, Elevated Shopping focuses on fashion and product photography, photo retouching, graphic design, video and CGI production, automated image acquisition, and image support services. We continuously innovate and set new industry standards for showcasing millions of products across multiple global marketplaces.  

  

Key job responsibilities  

* Spearhead concept development and creative direction for high\-impact brand partnerships and strategic initiatives. Bridge communications between studio teams and senior leadership while partnering with global Program Managers and business leads to achieve key organizational objectives.
* Ability to lead and take ownership of a variety of projects to meet deadlines.
* Apply diverse creative skills to address both strategic and tactical challenges. Develop and execute innovative concepts across multiple platforms, including large\-scale events, content creator sets, and production environments. Adapt quickly to project requirements, ensuring high\-quality delivery from initial ideation to final implementation. Balance big\-picture thinking with attention to detail in all creative endeavors.
* Leads creative concept development through visual research, mockups, and storytelling.
* Leads on\-set art direction of photo and video shoots by collaborating with photographers, stylists, creative directors and other members of the creative team.
* Collaborates in a team environment and is respectful of the company culture.
* Can quickly respond and adapt to creative feedback and requests.
* Flexible to accommodate international timezone on occasion to meet business needs.
* Lead and participate in continuous improvement efforts.
* Drive teams to meet productivity expectations.
**BASIC QUALIFICATIONS**
------------------------

* Knowledge of Adobe creative suite (Photoshop, InDesign, Illustrator)
* Bachelor's degree
* 3\+ years of design experience
* Have an available online portfolio
* Experience working with agile development teams (agile/scrum/kanban)

**PREFERRED QUALIFICATIONS**
----------------------------

* Experience with e\-commerce, search, social, and other major application types and their UX patterns
* Experience creating services and applications with multiple user touch points on different platforms and devices

  

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy\_page) to know more about how we collect, use and transfer the personal data of our candidates.  

  

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\-we\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner."
P1,16,,"Creative Director (FCMG, food & lifestyle)",Dragons Group,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-17,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4468391276,
P1,16,,Creative Director (Art) en Hamlet 🎨,Candee,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-17,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4467586827,
P1,16,,"Art Director, Elevated Shopping",Amazon,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-17,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4468260334,
P1,16,,Art Director | PS21Barna,JUNGLE,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-17,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4468386551,
P1,16,,"Senior Art Director (Beauty, Skincare, Wellness & Lifestyle)",Dragons Group,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-14,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4464793641,
P1,16,,We’re Hiring – Art Director,Lateral Thinking,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-14,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4464766407,
P1,16,,Creative Studio Director,Spherical,"Barcelona, Catalonia, Spain",barcelona,False,2026-09-11,linkedin,creative director,,,,https://www.linkedin.com/jobs/view/4464899453,
